,PDB,CHAIN,SP_PRIMARY,RES_BEG,RES_END,PDB_BEG,PDB_END,SP_BEG,SP_END
5222,1c0l,A,P80324,3,363,1001,1361,1,361
5229,1c0t,A,P04585,1,560,,,588,1147
5230,1c0t,B,P04585,1,440,,,588,1027
5231,1c0u,A,P04585,1,560,1,,588,1147
5232,1c0u,B,P04585,1,440,,440,588,1027
5267,1c1b,A,P04585,1,560,1,,588,1147
5268,1c1b,B,P04585,1,440,,,588,1027
5269,1c1c,A,P04585,1,560,1,,588,1147
5270,1c1c,B,P04585,1,440,,440,588,1027
5271,1c1d,A,Q59771,1,355,1,,2,356
5272,1c1d,B,Q59771,1,355,1,,2,356
5293,1c1u,H,P00734,1,259,16,253,364,622
5294,1c1u,I,P28504,1,11,55,65,55,65
5295,1c1u,L,P00734,1,36,1H,15,328,363
5299,1c1w,H,P00734,1,259,16,253,364,622
5300,1c1w,I,P28504,1,11,55,65,55,65
5301,1c1w,L,P00734,1,36,1H,15,328,363
5310,1c23,A,P0AE18,1,263,2,,2,264
5311,1c24,A,P0AE18,1,263,2,,2,264
5342,1c2t,A,P08179,1,212,1,,1,212
5343,1c2t,B,P08179,1,212,1,,1,212
5382,1c3e,A,P08179,1,209,1,209,1,209
5383,1c3e,B,P08179,1,209,1,209,1,209
5411,1c3r,A,O67135,1,375,,,1,375
5412,1c3r,B,O67135,1,375,,,1,375
5420,1c3x,A,P81989,1,266,9,282,9,282
5421,1c3x,B,P81989,1,266,9,282,9,282
5422,1c3x,C,P81989,1,266,9,282,9,282
5477,1c4u,1,P00734,1,36,,,328,363
5478,1c4u,2,P00734,1,259,16,247,364,622
5479,1c4u,3,P28504,6,14,,567,55,63
5480,1c4v,1,P00734,1,36,1H,15,328,363
5481,1c4v,2,P00734,1,259,16,247,364,622
5484,1c4y,1,P00734,1,36,,,328,363
5485,1c4y,2,P00734,1,259,16,,364,622
5523,1c5n,H,P00734,1,259,16,247,364,622
5524,1c5n,I,P28504,1,10,55,64,55,64
5525,1c5n,L,P00734,1,36,1H,15,328,363
5526,1c5o,H,P00734,1,259,16,247,364,622
5527,1c5o,I,P28504,1,11,55,65,55,65
5528,1c5o,L,P00734,1,36,1H,15,328,363
5581,1c6x,A,O09893,1,99,1,99,1,99
5582,1c6x,B,O09893,1,99,201,299,1,99
5583,1c6y,A,O09893,1,99,1,99,1,99
5584,1c6y,B,O09893,1,99,201,299,1,99
5585,1c6z,A,O09893,1,99,1,99,1,99
5586,1c6z,B,O09893,1,99,201,299,1,99
5587,1c70,A,O92103,1,99,1,99,1,99
5588,1c70,B,O92103,1,99,201,299,1,99
5589,1c72,A,P20136,1,219,1,,2,220
5590,1c72,B,P20136,1,219,1,,2,220
5591,1c72,C,P20136,1,219,1,,2,220
5592,1c72,D,P20136,1,219,1,,2,220
5616,1c7f,A,P00323,1,147,2,148,2,148
5617,1c7f,B,P00323,1,147,2,148,2,148
5635,1c7o,A,Q56257,1,399,1,,1,399
5636,1c7o,B,Q56257,1,399,1,,1,399
5637,1c7o,C,Q56257,1,399,1,,1,399
5638,1c7o,D,Q56257,1,399,1,,1,399
5639,1c7o,E,Q56257,1,399,1,,1,399
5640,1c7o,F,Q56257,1,399,1,,1,399
5641,1c7o,G,Q56257,1,399,1,,1,399
5642,1c7o,H,Q56257,1,399,1,,1,399
5655,1c80,A,P07953,2,191,2,191,252,441
5656,1c80,B,P07953,2,191,2,191,252,441
5680,1c8k,A,P00489,1,842,,842,2,843
5695,1c8t,A,P08254,1,167,86,252,103,269
5696,1c8t,B,P08254,1,167,86,252,103,269
5730,1c9h,A,P68106,1,107,1,107,2,108
5734,1c9k,A,Q05599,1,180,1,180,2,181
5735,1c9k,B,Q05599,1,180,1,180,2,181
5736,1c9k,C,Q05599,1,180,1,180,2,181
5783,1c9w,A,O08782,1,315,1,315,2,316
5829,1caq,A,P08254,1,168,83,250,100,267
5844,1cb0,A,Q13126,1,283,,,1,283
5861,1cbf,A,O87696,21,259,21,,1,242
5879,1cbo,A,P12676,1,504,,,43,546
5880,1cbq,A,P29373,1,137,1,137,2,138
5881,1cbr,A,P62965,1,136,1,136,2,137
5882,1cbr,B,P62965,1,136,1,136,2,137
5883,1cbs,A,P29373,1,137,1,137,2,138
5905,1cc2,A,P12676,1,504,,,43,546
5950,1cd2,A,P16184,1,206,1,206,1,206
5969,1cde,A,P08179,1,212,1,,1,212
5970,1cde,B,P08179,1,212,1,,1,212
5971,1cde,C,P08179,1,212,1,,1,212
5972,1cde,D,P08179,1,212,1,,1,212
5977,1cdk,A,P36887,1,350,,350,2,351
5978,1cdk,B,P36887,1,350,,350,2,351
5979,1cdk,I,P61926,1,20,1,20,6,25
5980,1cdk,J,P61926,1,20,1,20,6,25
5992,1cdo,A,P26325,1,374,1,374,1,374
5993,1cdo,B,P26325,1,374,1,374,1,374
6047,1cer,A,P00361,1,331,1,333,1,331
6048,1cer,B,P00361,1,331,1,333,1,331
6049,1cer,C,P00361,1,331,1,333,1,331
6050,1cer,D,P00361,1,331,1,333,1,331
6051,1cer,O,P00361,1,331,1,333,1,331
6052,1cer,P,P00361,1,331,1,333,1,331
6053,1cer,Q,P00361,1,331,1,333,1,331
6054,1cer,R,P00361,1,331,1,333,1,331
6075,1cf2,O,P10618,1,337,1,,1,337
6076,1cf2,P,P10618,1,337,1,,1,337
6077,1cf2,Q,P10618,1,337,1,,1,337
6078,1cf2,R,P10618,1,337,1,,1,337
6079,1cf3,A,P13006,1,583,,583,23,605
6080,1cf4,A,P60953,1,184,1,184,1,184
6081,1cf4,B,Q07912,1,44,502,545,446,489
6129,1cg0,A,P0A7D4,1,431,1,431,2,432
6130,1cg1,A,P0A7D4,1,431,1,431,2,432
6135,1cg3,A,P0A7D4,1,431,1,431,2,432
6136,1cg4,A,P0A7D4,1,431,1,431,2,432
6139,1cg6,A,Q13126,1,283,,,1,283
6154,1cgk,A,P30074,1,389,,389,1,389
6160,1cgp,A,P0ACJ8,1,205,,205,2,206
6161,1cgp,B,P0ACJ8,1,205,,205,2,206
6172,1cgz,A,P30074,1,389,,389,1,389
6215,1chw,A,P30074,1,389,1,389,1,389
6216,1chw,B,P30074,1,389,1,389,1,389
6218,1ci0,A,P38075,1,228,,228,1,228
6219,1ci0,B,P38075,1,228,,228,1,228
6228,1ci7,A,P13100,1,297,,297,1,297
6229,1ci7,B,P13100,1,297,,297,1,297
6249,1cil,A,P00918,1,259,,,2,260
6262,1civ,A,P46489,1,385,,385,69,453
6269,1ciz,A,P08254,1,168,83,250,100,267
6298,1cjc,A,P08165,1,460,,460,33,492
6310,1cjk,A,P30803,1,217,,,445,661
6311,1cjk,B,P26769,1,212,,,870,1081
6312,1cjk,C,P04896,1,70,,,1,70
6313,1cjk,C,P04896,72,394,,,71,394
6325,1cjt,A,P30803,1,217,,,445,661
6326,1cjt,B,P26769,1,212,,,870,1081
6327,1cjt,C,P04896,1,70,,,1,70
6328,1cjt,C,P04896,72,394,,,71,394
6329,1cju,A,P30803,1,217,,,445,661
6330,1cju,B,P26769,1,212,,,870,1081
6331,1cju,C,P04896,1,70,,,1,70
6332,1cju,C,P04896,72,394,,,71,394
6333,1cjv,A,P30803,1,217,,,445,661
6334,1cjv,B,P26769,1,212,,,870,1081
6335,1cjv,C,P04896,1,70,,,1,70
6336,1cjv,C,P04896,72,394,,,71,394
6337,1cjw,A,Q29495,1,166,30,195,30,195
6379,1ckp,A,P24941,1,298,1,298,1,298
6393,1cl0,A,P0A9P4,1,320,1,,2,321
6396,1cl2,A,P06721,1,395,,395,1,395
6397,1cl2,B,P06721,1,395,,395,1,395
6423,1clq,A,Q38087,1,903,1,903,1,903
6438,1cm0,A,Q92831,1,168,,,491,658
6439,1cm0,B,Q92831,1,168,,,491,658
6450,1cm8,A,P53778,1,367,,,1,367
6451,1cm8,B,P53778,1,367,,,1,367
6506,1cne,A,P17571,1,270,,270,352,621
6507,1cnf,A,P17571,1,270,,270,352,621
6536,1cnw,A,P00918,1,260,,,1,260
6537,1cnx,A,P00918,1,260,,,1,260
6538,1cny,A,P00918,1,260,,,1,260
6564,1com,A,P19080,1,127,,,1,127
6565,1com,B,P19080,1,127,,,1,127
6566,1com,C,P19080,1,127,,,1,127
6567,1com,D,P19080,1,127,,,1,127
6568,1com,E,P19080,1,127,,,1,127
6569,1com,F,P19080,1,127,,,1,127
6570,1com,G,P19080,1,127,,,1,127
6571,1com,H,P19080,1,127,,,1,127
6572,1com,I,P19080,1,127,,,1,127
6573,1com,J,P19080,1,127,,,1,127
6574,1com,K,P19080,1,127,,,1,127
6575,1com,L,P19080,1,127,,,1,127
6594,1coy,A,P22637,1,507,,,46,552
6595,1coz,A,P27623,1,129,1,,1,129
6596,1coz,B,P27623,1,129,501,,1,129
6644,1cq6,A,P00509,1,396,5,409,1,396
6645,1cq7,A,P00509,1,396,5,409,1,396
6646,1cq8,A,P00509,1,396,5,409,1,396
6679,1cqp,A,P20701,1,182,128,309,153,334
6680,1cqp,B,P20701,1,182,128,309,153,334
6684,1cqs,A,P07445,1,131,,,1,131
6685,1cqs,B,P07445,1,131,,,1,131
6693,1cqx,A,P39662,1,403,1,403,1,403
6694,1cqx,B,P39662,1,403,1,403,1,403
6705,1cr6,A,P34914,1,554,,,1,554
6706,1cr6,B,P34914,1,554,,,1,554
6717,1crb,A,P02696,1,134,1,134,2,135
6757,1cs4,A,P30803,5,225,,,441,661
6758,1cs4,B,P26769,1,212,,,870,1081
6759,1cs4,C,P04896,1,394,,,1,394
6767,1csc,A,P23007,1,433,1,433,1,433
6782,1csn,A,P40233,1,298,,298,1,298
6832,1ctr,A,P0DP23,1,148,1,,2,149
6860,1cul,A,P30803,1,217,,,445,661
6861,1cul,B,P26769,1,208,,,874,1081
6862,1cul,C,P04896,1,380,,,1,394
6929,1cw3,A,P05091,1,494,7,500,24,517
6930,1cw3,B,P05091,1,494,7,500,24,517
6931,1cw3,C,P05091,1,494,7,500,24,517
6932,1cw3,D,P05091,1,494,7,500,24,517
6933,1cw3,E,P05091,1,494,7,500,24,517
6934,1cw3,F,P05091,1,494,7,500,24,517
6935,1cw3,G,P05091,1,494,7,500,24,517
6936,1cw3,H,P05091,1,494,7,500,24,517
6971,1cx2,A,Q05769,1,587,33,,18,604
6972,1cx2,B,Q05769,1,587,33,,18,604
6973,1cx2,C,Q05769,1,587,33,,18,604
6974,1cx2,D,Q05769,1,587,33,,18,604
6975,1cx4,A,P12369,1,305,,,112,416
7010,1cxz,A,P61586,2,182,1,181,1,181
7011,1cxz,B,Q16512,1,86,13,98,13,98
7013,1cy1,A,P06612,3,599,,,1,597
7018,1cy7,A,P06612,3,599,,,1,597
7024,1cyd,A,P08074,1,244,,244,1,244
7025,1cyd,B,P08074,1,244,,244,1,244
7026,1cyd,C,P08074,1,244,,244,1,244
7027,1cyd,D,P08074,1,244,,244,1,244
7053,1cz7,A,P20480,1,406,,,295,700
7054,1cz7,B,P20480,1,406,,,295,700
7055,1cz7,C,P20480,1,406,295,,295,700
7056,1cz7,D,P20480,1,406,,,295,700
7080,1czn,A,P10340,1,169,1,169,2,170
7195,1d0l,A,P41052,1,322,40,361,40,361
7196,1d0m,A,P41052,1,322,40,361,40,361
7205,1d0v,A,Q05603,1,356,,,1,356
7277,1d2h,A,P13255,1,292,,292,2,293
7278,1d2h,B,P13255,1,292,,292,2,293
7279,1d2h,C,P13255,1,292,,292,2,293
7280,1d2h,D,P13255,1,292,,292,2,293
7299,1d2s,A,P04278,1,170,13,188,42,217
7327,1d3d,A,P00734,1,28,6,33,333,360
7328,1d3d,B,P00734,1,257,37,293,364,620
7329,1d3d,H,P01050,1,12,300,311,54,65
7336,1d3g,A,Q02127,1,367,30,396,29,395
7337,1d3h,A,Q02127,1,367,30,396,29,395
7348,1d3p,A,P00734,1,36,,,328,363
7349,1d3p,B,P00734,1,259,37,,364,622
7350,1d3p,H,P01050,1,12,300,311,54,65
7351,1d3q,A,P00734,1,36,,,328,363
7352,1d3q,B,P00734,1,259,37,,364,622
7353,1d3q,H,P01050,1,12,300,311,54,65
7355,1d3t,A,P00734,1,36,,,328,363
7356,1d3t,B,P00734,1,259,37,,364,622
7357,1d3t,H,P01050,1,12,300,311,54,65
7366,1d4a,A,P15559,1,273,1,273,2,274
7367,1d4a,B,P15559,1,273,1,273,2,274
7368,1d4a,C,P15559,1,273,1,273,2,274
7369,1d4a,D,P15559,1,273,1,273,2,274
7371,1d4c,A,P83223,1,572,,,25,596
7372,1d4c,B,P83223,1,572,,,25,596
7373,1d4c,C,P83223,1,572,,,25,596
7374,1d4c,D,P83223,1,572,,,25,596
7375,1d4d,A,P83223,1,572,,,25,596
7381,1d4h,A,P03366,1,99,1,99,501,599
7382,1d4h,B,P03366,1,99,101,199,501,599
7383,1d4i,A,P03366,1,99,1,99,501,599
7384,1d4i,B,P03366,1,99,101,199,501,599
7385,1d4j,A,P03366,1,99,1,99,501,599
7386,1d4j,B,P03366,1,99,101,199,501,599
7387,1d4k,A,P03369,1,99,1,99,491,589
7388,1d4k,B,P03369,1,99,1,99,491,589
7389,1d4l,A,P03369,1,99,1,99,491,589
7390,1d4l,B,P03369,1,99,1,99,491,589
7396,1d4o,A,P11024,1,184,,,903,1086
7397,1d4p,A,P00734,1,36,,,328,363
7398,1d4p,B,P00734,1,259,37,,364,622
7399,1d4p,H,P01050,1,12,300,311,54,65
7400,1d4s,A,P03367,1,99,1,99,501,599
7401,1d4s,B,P03367,1,99,1,99,501,599
7413,1d4y,A,P03367,1,99,1,99,501,599
7414,1d4y,B,P03367,1,99,1,99,501,599
7421,1d5c,A,Q26000,1,162,11,172,11,172
7434,1d5j,A,P08254,1,173,83,,100,272
7435,1d5j,B,P08254,1,173,583,755,100,272
7475,1d6h,A,P30074,1,387,3,389,3,389
7482,1d6n,A,P00492,1,214,4,217,5,218
7483,1d6n,B,P00492,1,214,4,217,5,218
7497,1d6w,A,P00734,1,287,1B,245,334,620
7498,1d6w,I,P01050,1,10,355,364,55,64
7503,1d7a,A,P0AG18,1,161,7,167,7,167
7504,1d7a,B,P0AG18,1,161,7,167,7,167
7505,1d7a,C,P0AG18,1,161,7,167,7,167
7506,1d7a,D,P0AG18,1,161,7,167,7,167
7507,1d7a,L,P0AG18,1,161,7,167,7,167
7508,1d7a,M,P0AG18,1,161,7,167,7,167
7509,1d7a,N,P0AG18,1,161,7,167,7,167
7510,1d7a,O,P0AG18,1,161,7,167,7,167
7528,1d7l,A,P20586,1,394,1,394,1,394
7532,1d7o,A,P80030,1,297,11,307,84,380
7535,1d7r,A,P16932,1,433,,433,1,433
7543,1d7x,A,P08254,1,173,83,,100,272
7544,1d7x,B,P08254,1,173,583,755,100,272
7545,1d7y,A,Q52437,1,408,,,1,408
7556,1d8f,A,P08254,1,173,83,,100,272
7557,1d8f,B,P08254,1,173,583,755,100,272
7568,1d8m,A,P08254,1,173,83,,100,272
7569,1d8m,B,P08254,1,173,583,755,100,272
7594,1d9i,A,P00734,1,288,1B,246,334,621
7595,1d9i,I,P01050,1,10,355,364,55,64
7630,1daa,A,P19938,1,282,1,,2,283
7631,1daa,B,P19938,1,282,1,,2,283
7639,1daj,A,P16184,1,206,1,206,1,206
7654,1dap,A,P04964,1,320,1,320,1,320
7655,1dap,B,P04964,1,320,1,320,1,320
7660,1daw,A,P28523,1,327,7,333,2,328
7662,1day,A,P28523,1,327,7,333,2,328
7663,1daz,C,P03367,1,99,1,99,501,599
7664,1daz,D,P03367,1,99,101,199,501,599
7665,1db1,A,P11473,1,259,,,118,427
7669,1db4,A,P14555,1,124,1,124,21,144
7670,1db5,A,P14555,1,124,1,124,21,144
7699,1dbv,O,P00362,1,334,0,333,2,335
7700,1dbv,P,P00362,1,334,0,333,2,335
7701,1dbv,Q,P00362,1,334,0,333,2,335
7702,1dbv,R,P00362,1,334,0,333,2,335
7721,1dc6,A,P0A9B2,1,330,0,330,2,331
7722,1dc6,B,P0A9B2,1,330,0,330,2,331
7782,1dcy,A,P14555,1,124,1,124,21,144
7797,1dd6,A,P52699,1,228,,,19,246
7798,1dd6,B,P52699,1,228,,,19,246
7835,1ddr,A,P0ABQ4,1,159,1,159,1,159
7836,1ddr,B,P0ABQ4,1,159,1,159,1,159
7837,1dds,A,P0ABQ4,1,159,1,159,1,159
7838,1dds,B,P0ABQ4,1,159,1,159,1,159
7839,1ddt,A,P00588,1,535,1,535,33,567
7840,1ddu,A,P0A884,2,265,1,264,1,264
7841,1ddu,B,P0A884,2,265,1,264,1,264
7845,1ddx,A,Q05769,1,552,33,583,18,569
7846,1ddx,B,Q05769,1,552,1033,1583,18,569
7847,1ddx,C,Q05769,1,552,2033,2583,18,569
7848,1ddx,D,Q05769,1,552,3033,3583,18,569
7898,1dej,A,P10992,7,375,7,375,8,376
7899,1dej,S,P06396,4,127,4,127,53,176
7942,1df7,A,P9WNX1,1,159,1,159,3,161
7943,1df8,A,P22629,1,127,,,37,163
7944,1df8,B,P22629,1,127,,,37,163
7976,1dfo,A,P0A825,1,417,,417,1,417
7977,1dfo,B,P0A825,1,417,1,417,1,417
7978,1dfo,C,P0A825,1,417,1,417,1,417
7979,1dfo,D,P0A825,1,417,,417,1,417
7998,1dg5,A,P9WNX1,1,159,1,159,3,161
8000,1dg7,A,P9WNX1,1,159,1,159,3,161
8001,1dg8,A,P9WNX1,1,159,1,159,3,161
8003,1dgb,A,P04040,1,498,4,501,4,501
8004,1dgb,B,P04040,1,498,4,501,4,501
8005,1dgb,C,P04040,1,498,4,501,4,501
8006,1dgb,D,P04040,1,498,,501,4,501
8010,1dgf,A,P04040,1,497,5,501,5,501
8011,1dgf,B,P04040,1,497,5,501,5,501
8012,1dgf,C,P04040,1,497,5,501,5,501
8013,1dgf,D,P04040,1,497,5,501,5,501
8014,1dgg,A,P04040,1,497,5,501,5,501
8015,1dgg,B,P04040,1,497,5,501,5,501
8016,1dgg,C,P04040,1,497,5,501,5,501
8017,1dgg,D,P04040,1,497,5,501,5,501
8018,1dgh,A,P04040,1,498,,501,4,501
8019,1dgh,B,P04040,1,498,4,501,4,501
8020,1dgh,C,P04040,1,498,4,501,4,501
8021,1dgh,D,P04040,1,498,4,501,4,501
8031,1dgm,A,Q9TVW2,1,363,,363,1,363
8057,1dhf,A,P00374,1,186,,,2,187
8058,1dhf,B,P00374,1,186,,,2,187
8061,1dhi,A,P0ABQ4,1,159,1,159,1,159
8062,1dhi,B,P0ABQ4,1,159,1,159,1,159
8063,1dhj,A,P0ABQ4,1,159,1,159,1,159
8064,1dhj,B,P0ABQ4,1,159,1,159,1,159
8072,1dhr,A,P11348,1,241,,240,1,241
8074,1dht,A,P14061,1,327,1,,2,328
8090,1di8,A,P24941,1,298,1,298,1,298
8091,1di9,A,Q16539,1,360,,,1,360
8092,1dia,A,P11586,1,306,,,1,306
8093,1dia,B,P11586,1,306,,,1,306
8094,1dib,A,P11586,1,306,,,1,306
8095,1dib,B,P11586,1,306,,,1,306
8097,1did,A,P12070,1,394,,394,2,395
8098,1did,B,P12070,1,394,,394,2,395
8101,1dif,A,P03367,1,99,1,99,501,599
8102,1dif,B,P03367,1,99,1,99,501,599
8103,1dig,A,P11586,1,306,,,1,306
8104,1dig,B,P11586,1,306,,,1,306
8126,1dir,A,P11348,1,241,,240,1,241
8127,1dir,B,P11348,1,241,,240,1,241
8128,1dir,C,P11348,1,241,,240,1,241
8129,1dir,D,P11348,1,241,,240,1,241
8130,1dis,A,P00381,1,162,1,162,2,163
8133,1diu,A,P00381,1,162,1,162,2,163
8143,1dj2,A,Q96529,1,443,,443,48,490
8144,1dj2,B,Q96529,1,443,,443,48,490
8145,1dj3,A,O24396,1,442,,442,35,476
8146,1dj3,B,O24396,1,442,,442,35,476
8167,1djl,A,Q13423,1,207,,,880,1086
8168,1djl,B,Q13423,1,207,,,880,1086
8170,1djn,A,P16099,1,729,1,729,2,730
8171,1djn,B,P16099,1,729,1,729,2,730
8176,1djq,A,P16099,1,729,1,729,2,730
8177,1djq,B,P16099,1,729,1,729,2,730
8219,1dkf,A,P28700,1,233,230,462,230,462
8220,1dkf,B,P10276,1,235,182,416,182,416
8245,1dku,A,P14193,1,317,,,1,317
8246,1dku,B,P14193,1,317,,,1,317
8247,1dkw,A,P04789,1,238,2,250,2,250
8248,1dkw,B,P04789,1,238,2,250,2,250
8271,1dlg,A,P33038,1,419,1,419,1,419
8272,1dlg,B,P33038,1,419,1,419,1,419
8279,1dli,A,P0C0F4,1,402,1,402,1,402
8280,1dlj,A,P0C0F4,1,402,1,402,1,402
8298,1dlr,A,P00374,1,186,1,186,2,187
8299,1dls,A,P00374,1,186,1,186,2,187
8300,1dlt,A,P07773,1,311,,311,1,311
8301,1dlt,B,P07773,1,311,,311,1,311
8333,1dm2,A,P24941,1,298,1,298,1,298
8361,1dmb,A,P0AEX9,1,370,1,370,27,396
8367,1dmh,A,P07773,1,311,,311,1,311
8368,1dmh,B,P07773,1,311,,311,1,311
8386,1dmp,A,P04585,1,99,1,99,489,587
8387,1dmp,B,P04585,1,99,1,99,489,587
8393,1dmw,A,P00439,1,307,118,424,118,424
8396,1dmy,A,P23589,2,248,,,53,299
8397,1dmy,B,P23589,2,248,,,53,299
8404,1dna,A,P0A884,1,264,1,264,1,264
8405,1dna,B,P0A884,1,264,1,264,1,264
8406,1dnc,A,P00390,1,478,,478,45,522
8409,1dnp,A,P00914,1,471,1,,2,472
8410,1dnp,B,P00914,1,471,1,,2,472
8441,1do8,A,P23368,1,564,21,,21,584
8442,1do8,B,P23368,1,564,1021,,21,584
8443,1do8,C,P23368,1,564,2021,,21,584
8444,1do8,D,P23368,1,564,3021,,21,584
8470,1dor,A,A2RJT9,1,311,1,311,1,311
8471,1dor,B,A2RJT9,1,311,1,311,1,311
8485,1dp2,A,P00586,1,293,1,293,2,294
8508,1dpm,A,P0A434,2,329,36,363,36,363
8509,1dpm,B,P0A434,2,329,36,363,36,363
8551,1dq8,A,P04035,4,467,,,425,888
8552,1dq8,B,P04035,4,467,,,425,888
8553,1dq8,C,P04035,4,467,,,425,888
8554,1dq8,D,P04035,4,467,,,425,888
8555,1dq9,A,P04035,4,467,,,425,888
8556,1dq9,B,P04035,4,467,,,425,888
8557,1dq9,C,P04035,4,467,,,425,888
8558,1dq9,D,P04035,4,467,,,425,888
8559,1dqa,A,P04035,4,467,,,425,888
8560,1dqa,B,P04035,4,467,,,425,888
8561,1dqa,C,P04035,4,467,,,425,888
8562,1dqa,D,P04035,4,467,,,425,888
8615,1dr2,A,P00378,1,189,1,,1,189
8616,1dr3,A,P00378,1,189,1,,1,189
8617,1dr4,A,P00378,1,189,1,,1,189
8618,1dr5,A,P00378,1,189,1,,1,189
8624,1dra,A,P0ABQ4,1,159,1,159,1,159
8625,1dra,B,P0ABQ4,1,159,1,159,1,159
8626,1drb,A,P0ABQ4,1,159,1,159,1,159
8627,1drb,B,P0ABQ4,1,159,1,159,1,159
8628,1dre,A,P0ABQ4,1,159,1,159,1,159
8629,1drf,A,P00374,1,186,1,186,2,187
8631,1drh,A,P0ABQ4,1,159,1,159,1,159
8637,1drt,A,Q05581,1,324,,324,1,324
8659,1ds7,A,P38489,1,217,1,217,1,217
8660,1ds7,B,P38489,1,217,1,217,1,217
8679,1dss,G,P56649,1,333,1,334,1,333
8680,1dss,R,P56649,1,333,1,334,1,333
8726,1dth,A,P15167,1,203,,202,191,393
8727,1dth,B,P15167,1,203,,202,191,393
8734,1dtl,A,P09860,1,161,,,1,161
8736,1dtn,A,P11444,1,359,,359,1,359
8738,1dtp,A,P00588,1,190,1,190,33,222
8778,1dub,A,P14604,1,261,,290,30,290
8779,1dub,B,P14604,1,261,,290,30,290
8780,1dub,C,P14604,1,261,,290,30,290
8781,1dub,D,P14604,1,261,,290,30,290
8782,1dub,E,P14604,1,261,,290,30,290
8783,1dub,F,P14604,1,261,,290,30,290
8822,1dv2,A,P24182,4,452,1,,1,449
8823,1dv2,B,P24182,4,452,1,,1,449
8874,1dvr,A,P07170,1,220,1,220,3,222
8875,1dvr,B,P07170,1,220,1,220,3,222
8904,1dw6,C,P03366,1,99,1,99,501,599
8905,1dw6,D,P03366,1,99,101,199,501,599
8965,1dwx,A,P29477,1,420,77,496,77,496
8966,1dwx,B,P29477,1,420,77,496,77,496
8983,1dx6,A,P04058,1,543,,,22,564
9009,1dxo,A,P15559,1,273,1,273,2,274
9010,1dxo,B,P15559,1,273,1,273,2,274
9011,1dxo,C,P15559,1,273,1,273,2,274
9012,1dxo,D,P15559,1,273,1,273,2,274
9017,1dxq,A,Q64669,1,273,1,273,2,274
9018,1dxq,B,Q64669,1,273,1,273,2,274
9019,1dxq,C,Q64669,1,273,1,273,2,274
9020,1dxq,D,Q64669,1,273,1,273,2,274
9021,1dxr,C,P07173,1,336,1,,21,356
9022,1dxr,H,P06008,1,258,1,258,1,258
9023,1dxr,L,P06009,1,273,1,273,2,274
9024,1dxr,M,P06010,1,323,1,323,2,324
9043,1dxy,A,P17584,1,333,1,,1,333
9071,1dyh,A,P0ABQ4,1,159,1,159,1,159
9072,1dyh,B,P0ABQ4,1,159,1,159,1,159
9073,1dyi,A,P0ABQ4,1,159,1,159,1,159
9074,1dyi,B,P0ABQ4,1,159,1,159,1,159
9075,1dyj,A,P0ABQ4,1,159,1,159,1,159
9076,1dyj,B,P0ABQ4,1,159,1,159,1,159
9089,1dyr,A,P16184,1,206,,206,1,206
9102,1dz4,A,P00183,1,414,,414,2,415
9103,1dz4,B,P00183,1,414,,414,2,415
9106,1dz6,A,P00183,1,414,,414,2,415
9107,1dz6,B,P00183,1,414,,414,2,415
9109,1dz8,A,P00183,1,414,,414,2,415
9110,1dz8,B,P00183,1,414,,414,2,415
9128,1dzk,A,P81245,1,157,,157,1,157
9129,1dzk,B,P81245,1,157,,157,1,157
9131,1dzm,A,P81245,1,157,,157,1,157
9132,1dzm,B,P81245,1,157,,157,1,157
9136,1dzp,A,P81245,1,157,,157,1,157
9137,1dzp,B,P81245,1,157,,157,1,157
9152,1e00,A,P81245,1,157,,157,1,157
9153,1e00,B,P81245,1,157,,157,1,157
9162,1e06,A,P81245,1,157,,157,1,157
9163,1e06,B,P81245,1,157,,157,1,157
9169,1e0a,A,P60953,1,184,1,184,1,184
9170,1e0a,B,P35465,3,46,75,118,75,118
9188,1e0j,A,P03692,1,289,261,549,261,549
9189,1e0j,B,P03692,1,289,,549,261,549
9190,1e0j,C,P03692,1,289,,549,261,549
9191,1e0j,D,P03692,1,289,261,549,261,549
9192,1e0j,E,P03692,1,289,,549,261,549
9193,1e0j,F,P03692,1,289,,549,261,549
9209,1e0s,A,P62330,1,174,2,,2,175
9237,1e1c,A,P11653,1,727,2,728,2,728
9238,1e1c,B,P11652,1,637,,638,2,638
9239,1e1c,C,P11653,1,727,2,728,2,728
9240,1e1c,D,P11652,1,637,,638,2,638
9244,1e1f,A,P49235,1,512,,,55,566
9245,1e1f,B,P49235,1,512,,,55,566
9252,1e1k,A,P08165,1,460,,460,33,492
9253,1e1l,A,P08165,1,460,,460,33,492
9254,1e1m,A,P08165,1,460,,460,33,492
9255,1e1n,A,P08165,1,460,,460,33,492
9258,1e1q,A,P19483,1,510,,510,44,553
9259,1e1q,B,P19483,1,510,,510,44,553
9260,1e1q,C,P19483,1,510,,510,44,553
9261,1e1q,D,P00829,1,482,,,47,528
9262,1e1q,E,P00829,1,482,,,47,528
9263,1e1q,F,P00829,1,482,,,47,528
9264,1e1q,G,P05631,1,272,1,272,26,297
9275,1e1v,A,P24941,2,299,1,298,1,298
9277,1e1x,A,P24941,2,299,1,298,1,298
9285,1e26,A,P16184,1,206,,206,1,206
9305,1e2j,A,P0DTH5,1,331,46,,46,376
9306,1e2j,B,P0DTH5,1,331,46,,46,376
